gaussMean,gaussStd,dists
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,4
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,4
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,4
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,4
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,4
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,4
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,4
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,4
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,4
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,4
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,6
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,4
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,4
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,4
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,4
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,4
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,4
1.0,1.0,0
1.0,1.0,0
1.0,1.0,4
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,2
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,4
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
1.0,1.0,0
2.0,2.0,2
2.0,2.0,0
2.0,2.0,6
2.0,2.0,2
2.0,2.0,0
2.0,2.0,0
2.0,2.0,16
2.0,2.0,6
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,2
2.0,2.0,10
2.0,2.0,2
2.0,2.0,4
2.0,2.0,4
2.0,2.0,8
2.0,2.0,0
2.0,2.0,4
2.0,2.0,2
2.0,2.0,0
2.0,2.0,0
2.0,2.0,2
2.0,2.0,8
2.0,2.0,8
2.0,2.0,4
2.0,2.0,4
2.0,2.0,0
2.0,2.0,4
2.0,2.0,2
2.0,2.0,0
2.0,2.0,4
2.0,2.0,4
2.0,2.0,0
2.0,2.0,0
2.0,2.0,8
2.0,2.0,0
2.0,2.0,16
2.0,2.0,2
2.0,2.0,2
2.0,2.0,4
2.0,2.0,0
2.0,2.0,6
2.0,2.0,0
2.0,2.0,12
2.0,2.0,6
2.0,2.0,10
2.0,2.0,8
2.0,2.0,2
2.0,2.0,0
2.0,2.0,0
2.0,2.0,6
2.0,2.0,0
2.0,2.0,4
2.0,2.0,0
2.0,2.0,4
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,4
2.0,2.0,4
2.0,2.0,0
2.0,2.0,16
2.0,2.0,2
2.0,2.0,8
2.0,2.0,4
2.0,2.0,4
2.0,2.0,0
2.0,2.0,10
2.0,2.0,0
2.0,2.0,6
2.0,2.0,0
2.0,2.0,12
2.0,2.0,0
2.0,2.0,4
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,2
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,2
2.0,2.0,2
2.0,2.0,0
2.0,2.0,4
2.0,2.0,4
2.0,2.0,0
2.0,2.0,2
2.0,2.0,0
2.0,2.0,4
2.0,2.0,4
2.0,2.0,4
2.0,2.0,0
2.0,2.0,4
2.0,2.0,2
2.0,2.0,4
2.0,2.0,6
2.0,2.0,2
2.0,2.0,2
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,6
2.0,2.0,8
2.0,2.0,0
2.0,2.0,0
2.0,2.0,4
2.0,2.0,0
2.0,2.0,4
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,6
2.0,2.0,0
2.0,2.0,4
2.0,2.0,4
2.0,2.0,0
2.0,2.0,0
2.0,2.0,4
2.0,2.0,0
2.0,2.0,0
2.0,2.0,2
2.0,2.0,2
2.0,2.0,0
2.0,2.0,2
2.0,2.0,2
2.0,2.0,0
2.0,2.0,4
2.0,2.0,8
2.0,2.0,0
2.0,2.0,0
2.0,2.0,8
2.0,2.0,4
2.0,2.0,4
2.0,2.0,4
2.0,2.0,4
2.0,2.0,8
2.0,2.0,0
2.0,2.0,4
2.0,2.0,2
2.0,2.0,0
2.0,2.0,2
2.0,2.0,0
2.0,2.0,4
2.0,2.0,0
2.0,2.0,4
2.0,2.0,4
2.0,2.0,4
2.0,2.0,6
2.0,2.0,6
2.0,2.0,16
2.0,2.0,0
2.0,2.0,0
2.0,2.0,4
2.0,2.0,6
2.0,2.0,2
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,4
2.0,2.0,4
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,4
2.0,2.0,0
2.0,2.0,2
2.0,2.0,0
2.0,2.0,0
2.0,2.0,2
2.0,2.0,2
2.0,2.0,8
2.0,2.0,6
2.0,2.0,2
2.0,2.0,0
2.0,2.0,4
2.0,2.0,12
2.0,2.0,6
2.0,2.0,4
2.0,2.0,8
2.0,2.0,4
2.0,2.0,4
2.0,2.0,0
2.0,2.0,10
2.0,2.0,0
2.0,2.0,8
2.0,2.0,0
2.0,2.0,6
2.0,2.0,4
2.0,2.0,0
2.0,2.0,0
2.0,2.0,6
2.0,2.0,4
2.0,2.0,0
2.0,2.0,0
2.0,2.0,6
2.0,2.0,4
2.0,2.0,0
2.0,2.0,4
2.0,2.0,0
2.0,2.0,4
2.0,2.0,2
2.0,2.0,0
2.0,2.0,4
2.0,2.0,6
2.0,2.0,4
2.0,2.0,0
2.0,2.0,0
2.0,2.0,10
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,2
2.0,2.0,6
2.0,2.0,4
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,4
2.0,2.0,0
2.0,2.0,0
2.0,2.0,4
2.0,2.0,2
2.0,2.0,0
2.0,2.0,0
2.0,2.0,4
2.0,2.0,12
2.0,2.0,4
2.0,2.0,2
2.0,2.0,10
2.0,2.0,2
2.0,2.0,4
2.0,2.0,0
2.0,2.0,0
2.0,2.0,2
2.0,2.0,0
2.0,2.0,0
2.0,2.0,18
2.0,2.0,4
2.0,2.0,0
2.0,2.0,8
2.0,2.0,0
2.0,2.0,0
2.0,2.0,20
2.0,2.0,0
2.0,2.0,0
2.0,2.0,20
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,6
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,2
2.0,2.0,2
2.0,2.0,8
2.0,2.0,2
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,2
2.0,2.0,6
2.0,2.0,0
2.0,2.0,6
2.0,2.0,0
2.0,2.0,0
2.0,2.0,2
2.0,2.0,0
2.0,2.0,10
2.0,2.0,8
2.0,2.0,2
2.0,2.0,0
2.0,2.0,0
2.0,2.0,8
2.0,2.0,0
2.0,2.0,0
2.0,2.0,2
2.0,2.0,10
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,2
2.0,2.0,0
2.0,2.0,0
2.0,2.0,6
2.0,2.0,6
2.0,2.0,0
2.0,2.0,2
2.0,2.0,20
2.0,2.0,0
2.0,2.0,6
2.0,2.0,0
2.0,2.0,4
2.0,2.0,10
2.0,2.0,0
2.0,2.0,4
2.0,2.0,0
2.0,2.0,0
2.0,2.0,6
2.0,2.0,10
2.0,2.0,8
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,12
2.0,2.0,8
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,2
2.0,2.0,2
2.0,2.0,4
2.0,2.0,2
2.0,2.0,0
2.0,2.0,4
2.0,2.0,0
2.0,2.0,4
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,4
2.0,2.0,4
2.0,2.0,6
2.0,2.0,4
2.0,2.0,6
2.0,2.0,0
2.0,2.0,18
2.0,2.0,4
2.0,2.0,0
2.0,2.0,0
2.0,2.0,8
2.0,2.0,8
2.0,2.0,8
2.0,2.0,2
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,4
2.0,2.0,4
2.0,2.0,4
2.0,2.0,2
2.0,2.0,0
2.0,2.0,10
2.0,2.0,10
2.0,2.0,0
2.0,2.0,4
2.0,2.0,2
2.0,2.0,2
2.0,2.0,14
2.0,2.0,6
2.0,2.0,0
2.0,2.0,0
2.0,2.0,4
2.0,2.0,4
2.0,2.0,4
2.0,2.0,2
2.0,2.0,4
2.0,2.0,0
2.0,2.0,8
2.0,2.0,6
2.0,2.0,2
2.0,2.0,0
2.0,2.0,0
2.0,2.0,0
2.0,2.0,6
2.0,2.0,2
2.0,2.0,2
2.0,2.0,0
2.0,2.0,0
2.0,2.0,2
2.0,2.0,6
2.0,2.0,10
2.0,2.0,2
2.0,2.0,4
2.0,2.0,0
2.0,2.0,0
2.0,2.0,2
2.0,2.0,0
2.0,2.0,4
